2026-09-07 16:39:02,936 | WARNING  | collectors.ase_collector | ASE config incomplete, missing: port, username, password
2026-09-07 16:53:33,030 | WARNING  | collectors.rfc_perf | [PRD] SQLMD present but essential columns not matched. Have: ['SOMETHING', 'ELSE']. Looked for program in ['PROGNAME', 'PROGRAM_NAME', 'PROGRAM', 'ENTRY_PROGRAM'] and time in ['DBSUM', 'TOTAL_DB_TIME', 'TOTAL_TIME', 'SUM_TIME'].
2026-09-07 16:53:33,033 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:53:33,034 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:53:33,034 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:53:33,041 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:53:33,041 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:53:33,052 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:53:33,052 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:53:33,252 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:53:33,252 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:53:33,347 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:53:33,350 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:53:33,351 | INFO     | collectors.rfc_perf | [PRD] response time: STAT records unavailable, using ST03N aggregates
2026-09-07 16:53:33,425 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:53:33,504 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:53:45,527 | WARNING  | collectors.rfc_perf | [CENTOR_QAS] 1 STAT records but none matched the dialog task type filter. TASKTYPE values seen: ['None']. Record keys: ['ENDTIMESTAMP', 'INSTANCE', 'INTERVAL_COMPLETED', 'STATRECS', 'SYSTEMID', '_instance']
2026-09-07 16:53:46,670 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: connected instance only (per-instance addressing not accepted)
2026-09-07 16:53:47,447 | INFO     | collectors.rfc_perf | [CENTOR_QAS] SQLMD readable but 0 rows matched DDATE >= '20260831' -- is SQL Monitor (transaction SQLM) activated on this system?
2026-09-07 16:53:47,468 | INFO     | collectors.rfc_perf | [CENTOR_QAS] RFC perf collector: 6 metrics
2026-09-07 16:56:57,924 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:56:57,925 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:56:57,925 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:56:57,926 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:56:58,023 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:56:58,023 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:56:58,024 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:56:58,024 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:56:58,122 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:56:58,128 | WARNING  | collectors.rfc_perf | [PRD] 1 STAT records but none matched the dialog task type filter. TASKTYPE values seen: ["b'f'"]. Record keys: ['ACCOUNT', 'CPUTI', 'DBPROCREC', 'MAXBYTES', 'PRIVMODE', 'QUEUETI', 'RESPTI', 'TABREC', 'TASKTYPE', '_instance']
2026-09-07 16:56:58,129 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:56:58,129 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:56:58,134 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:56:58,134 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:56:58,135 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:56:58,223 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:56:58,226 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:56:58,227 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:56:58,227 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:56:58,285 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:56:58,285 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:56:58,286 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:56:58,286 | INFO     | collectors.rfc_perf | [PRD] SQLMD readable but 0 rows matched DDATE >= '20260831' -- is SQL Monitor (transaction SQLM) activated on this system?
2026-09-07 16:56:58,290 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:56:58,292 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:56:58,292 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:56:58,349 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:56:58,349 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:56:58,350 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:56:58,350 | WARNING  | collectors.rfc_perf | [PRD] SQLMD present but essential columns not matched. Have: ['SOMETHING', 'ELSE']. Looked for program in ['PROGNAME', 'PROGRAM_NAME', 'PROGRAM', 'ENTRY_PROGRAM'] and time in ['DBSUM', 'TOTAL_DB_TIME', 'TOTAL_TIME', 'SUM_TIME'].
2026-09-07 16:56:58,355 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:56:58,355 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:56:58,356 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:56:58,356 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:56:58,361 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:56:58,362 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:56:58,362 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:56:58,365 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:56:58,367 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:56:58,368 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:56:58,458 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:56:58,458 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:56:58,459 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:56:58,535 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:56:58,539 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:56:58,539 | INFO     | collectors.rfc_perf | [PRD] response time: STAT records unavailable, using ST03N aggregates
2026-09-07 16:56:58,611 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:56:58,665 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:59:08,222 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:08,223 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:08,225 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:59:08,226 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:59:08,320 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:08,321 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:08,321 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:59:08,322 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:59:08,456 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:59:08,461 | WARNING  | collectors.rfc_perf | [PRD] 1 STAT records but none matched the dialog task type filter. TASKTYPE values seen: ["b'f'"]. Record keys: ['ACCOUNT', 'CPUTI', 'DBRECS', 'DSQLCNT', 'MAXBYTES', 'PRIVMODE', 'QUEUETI', 'REPORT', 'RESPTI', 'TABLERECS', 'TASKTYPE', 'TCODE', '_instance']
2026-09-07 16:59:08,462 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:08,462 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:59:08,467 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:08,469 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:08,470 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:59:08,666 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:59:08,669 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:08,670 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:08,670 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:59:08,729 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:08,736 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:08,737 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:59:08,739 | INFO     | collectors.rfc_perf | [PRD] SQLMD readable but 0 rows matched DDATE >= '20260831' -- is SQL Monitor (transaction SQLM) activated on this system?
2026-09-07 16:59:08,744 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:08,745 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:08,746 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:59:08,824 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:08,825 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:08,825 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:59:08,826 | WARNING  | collectors.rfc_perf | [PRD] SQLMD present but essential columns not matched. Have: ['SOMETHING', 'ELSE']. Looked for program in ['PROGNAME', 'PROGRAM_NAME', 'PROGRAM', 'ENTRY_PROGRAM'] and time in ['DBSUM', 'TOTAL_DB_TIME', 'TOTAL_TIME', 'SUM_TIME'].
2026-09-07 16:59:08,830 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:08,831 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:08,831 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:59:08,831 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:59:08,836 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:08,837 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:08,837 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:59:08,842 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:08,843 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:08,844 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:59:08,943 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:08,944 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:08,945 | INFO     | collectors.rfc_perf | [PRD] response time: SWNC_GET_STATRECS_FRAME not callable
2026-09-07 16:59:09,023 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:59:09,025 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:09,027 | INFO     | collectors.rfc_perf | [PRD] response time: STAT records unavailable, using ST03N aggregates
2026-09-07 16:59:09,102 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:59:09,161 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:59:09,164 | INFO     | collectors.rfc_perf | [PRD] STAT read returned 0 records in the last 5 minutes
2026-09-07 16:59:09,165 | INFO     | collectors.rfc_perf | [PRD] response time: STAT records unavailable, using ST03N aggregates
2026-09-07 16:59:09,245 | INFO     | collectors.rfc_perf | [PRD] SQLMD: no field info returned -- table absent or not readable
2026-09-07 16:59:14,403 | WARNING  | collectors.rfc_perf | [CENTOR_QAS] 107 STAT records but none matched the dialog task type filter. TASKTYPE values seen: ["b'\\x03'", "b'\\x04'", "b'\\x06'", "b'\\x07'", "b'\\x0b'", "b'\\x0e'", "b'\\x0f'", "b'\\x12'"]. Record keys: ['ABGC_ALLOC_OBJS', 'ABGC_CALLED_EXPL', 'ABGC_FREED_OBJS', 'ABGC_RUN_COUNT', 'ABGC_TIME', 'ACCOUNT', 'ADCNT', 'ADMMSG', 'ADTIME', 'ASTATRECS', 'BATCHSTEP', 'CLIENTINFO', 'COMPHIER', 'CONTEXT_ID', 'CPUTI', 'CUALOADTI', 'CUA_FUNC', 'CUA_PROG', 'DBPCOUNT', 'DBPREQTIME', 'DBPROCED', 'DBRECS', 'DBREQTIME', 'DDICTI', 'DIALOG_STEP']
2026-09-07 16:59:15,685 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-07 16:59:16,388 | INFO     | collectors.rfc_perf | [CENTOR_QAS] SQLMD readable but 0 rows matched DDATE >= '20260831' -- is SQL Monitor (transaction SQLM) activated on this system?
2026-09-07 16:59:16,417 | INFO     | collectors.rfc_perf | [CENTOR_QAS] RFC perf collector: 6 metrics
